l3_code,l3_name,l2_code,l2_name,l1_code,l1_name
110101,种子,110100,种植业,110000,农林牧渔
110102,粮食种植,110100,种植业,110000,农林牧渔
110103,其他种植业,110100,种植业,110000,农林牧渔
110104,食用菌,110100,种植业,110000,农林牧渔
110201,海洋捕捞,110200,渔业,110000,农林牧渔
110202,水产养殖,110200,渔业,110000,农林牧渔
110301,林业Ⅲ,110300,林业Ⅱ,110000,农林牧渔
110402,畜禽饲料,110400,饲料,110000,农林牧渔
110403,水产饲料,110400,饲料,110000,农林牧渔
110404,宠物食品,110400,饲料,110000,农林牧渔
110501,果蔬加工,110500,农产品加工,110000,农林牧渔
110502,粮油加工,110500,农产品加工,110000,农林牧渔
110504,其他农产品加工,110500,农产品加工,110000,农林牧渔
110901,农业综合Ⅲ,110900,农业综合Ⅱ,110000,农林牧渔
110702,生猪养殖,110700,养殖业,110000,农林牧渔
110703,肉鸡养殖,110700,养殖业,110000,农林牧渔
110704,其他养殖,110700,养殖业,110000,农林牧渔
110801,动物保健Ⅲ,110800,动物保健Ⅱ,110000,农林牧渔
220201,纯碱,220200,化学原料,220000,基础化工
220202,氯碱,220200,化学原料,220000,基础化工
220203,无机盐,220200,化学原料,220000,基础化工
220204,其他化学原料,220200,化学原料,220000,基础化工
220205,煤化工,220200,化学原料,220000,基础化工
220206,钛白粉,220200,化学原料,220000,基础化工
220305,涂料油墨,220300,化学制品,220000,基础化工
220307,民爆制品,220300,化学制品,220000,基础化工
220308,纺织化学制品,220300,化学制品,220000,基础化工
220309,其他化学制品,220300,化学制品,220000,基础化工
220311,氟化工,220300,化学制品,220000,基础化工
220313,聚氨酯,220300,化学制品,220000,基础化工
220315,食品及饲料添加剂,220300,化学制品,220000,基础化工
220316,有机硅,220300,化学制品,220000,基础化工
220317,胶黏剂及胶带,220300,化学制品,220000,基础化工
220401,涤纶,220400,化学纤维,220000,基础化工
220403,粘胶,220400,化学纤维,220000,基础化工
220404,其他化学纤维,220400,化学纤维,220000,基础化工
220405,氨纶,220400,化学纤维,220000,基础化工
220406,锦纶,220400,化学纤维,220000,基础化工
220501,其他塑料制品,220500,塑料,220000,基础化工
220503,改性塑料,220500,塑料,220000,基础化工
220504,合成树脂,220500,塑料,220000,基础化工
220505,膜材料,220500,塑料,220000,基础化工
220602,其他橡胶制品,220600,橡胶,220000,基础化工
220603,炭黑,220600,橡胶,220000,基础化工
220604,橡胶助剂,220600,橡胶,220000,基础化工
220801,氮肥,220800,农化制品,220000,基础化工
220802,磷肥及磷化工,220800,农化制品,220000,基础化工
220803,农药,220800,农化制品,220000,基础化工
220804,钾肥,220800,农化制品,220000,基础化工
220805,复合肥,220800,农化制品,220000,基础化工
220901,非金属材料Ⅲ,220900,非金属材料Ⅱ,220000,基础化工
230301,铁矿石,230300,冶钢原料,230000,钢铁
230302,冶钢辅料,230300,冶钢原料,230000,钢铁
230401,长材,230400,普钢,230000,钢铁
230402,板材,230400,普钢,230000,钢铁
230403,钢铁管材,230400,普钢,230000,钢铁
230501,特钢Ⅲ,230500,特钢Ⅱ,230000,钢铁
240201,其他金属新材料,240200,金属新材料,240000,有色金属
240202,磁性材料,240200,金属新材料,240000,有色金属
240301,铝,240300,工业金属,240000,有色金属
240302,铜,240300,工业金属,240000,有色金属
240303,铅锌,240300,工业金属,240000,有色金属
240401,黄金,240400,贵金属,240000,有色金属
240402,白银,240400,贵金属,240000,有色金属
240501,稀土,240500,小金属,240000,有色金属
240502,钨,240500,小金属,240000,有色金属
240504,其他小金属,240500,小金属,240000,有色金属
240505,钼,240500,小金属,240000,有色金属
240601,钴,240600,能源金属,240000,有色金属
240602,镍,240600,能源金属,240000,有色金属
240603,锂,240600,能源金属,240000,有色金属
270102,分立器件,270100,半导体,270000,电子
270103,半导体材料,270100,半导体,270000,电子
270104,数字芯片设计,270100,半导体,270000,电子
270105,模拟芯片设计,270100,半导体,270000,电子
270106,集成电路制造,270100,半导体,270000,电子
270107,集成电路封测,270100,半导体,270000,电子
270108,半导体设备,270100,半导体,270000,电子
270202,印制电路板,270200,元件,270000,电子
270203,被动元件,270200,元件,270000,电子
270301,面板,270300,光学光电子,270000,电子
270302,LED,270300,光学光电子,270000,电子
270303,光学元件,270300,光学光电子,270000,电子
270401,其他电子Ⅲ,270400,其他电子Ⅱ,270000,电子
270503,品牌消费电子,270500,消费电子,270000,电子
270504,消费电子零部件及组装,270500,消费电子,270000,电子
270601,电子化学品Ⅲ,270600,电子化学品Ⅱ,270000,电子
280202,车身附件及饰件,280200,汽车零部件,280000,汽车
280203,底盘与发动机系统,280200,汽车零部件,280000,汽车
280204,轮胎轮毂,280200,汽车零部件,280000,汽车
280205,其他汽车零部件,280200,汽车零部件,280000,汽车
280206,汽车电子电气系统,280200,汽车零部件,280000,汽车
280302,汽车经销商,280300,汽车服务,280000,汽车
280303,汽车综合服务,280300,汽车服务,280000,汽车
280401,其他运输设备,280400,摩托车及其他,280000,汽车
280402,摩托车,280400,摩托车及其他,280000,汽车
280501,电动乘用车,280500,乘用车,280000,汽车
280502,综合乘用车,280500,乘用车,280000,汽车
280601,商用载货车,280600,商用车,280000,汽车
280602,商用载客车,280600,商用车,280000,汽车
330102,空调,330100,白色家电,330000,家用电器
330106,冰洗,330100,白色家电,330000,家用电器
330201,彩电,330200,黑色家电,330000,家用电器
330202,其他黑色家电,330200,黑色家电,330000,家用电器
330301,厨房小家电,330300,小家电,330000,家用电器
330302,清洁小家电,330300,小家电,330000,家用电器
330303,个护小家电,330300,小家电,330000,家用电器
330401,厨房电器,330400,厨卫电器,330000,家用电器
330402,卫浴电器,330400,厨卫电器,330000,家用电器
330501,照明设备Ⅲ,330500,照明设备Ⅱ,330000,家用电器
330601,家电零部件Ⅲ,330600,家电零部件Ⅱ,330000,家用电器
330701,其他家电Ⅲ,330700,其他家电Ⅱ,330000,家用电器
340401,肉制品,340400,食品加工,340000,食品饮料
340404,其他食品,340400,食品加工,340000,食品饮料
340406,预加工食品,340400,食品加工,340000,食品饮料
340407,保健品,340400,食品加工,340000,食品饮料
340501,白酒Ⅲ,340500,白酒Ⅱ,340000,食品饮料
340601,啤酒,340600,非白酒,340000,食品饮料
340602,其他酒类,340600,非白酒,340000,食品饮料
340701,软饮料,340700,饮料乳品,340000,食品饮料
340702,乳品,340700,饮料乳品,340000,食品饮料
340801,零食,340800,休闲食品,340000,食品饮料
340802,烘焙食品,340800,休闲食品,340000,食品饮料
340803,熟食,340800,休闲食品,340000,食品饮料
340901,调味发酵品Ⅲ,340900,调味发酵品Ⅱ,340000,食品饮料
350102,棉纺,350100,纺织制造,350000,纺织服饰
350104,印染,350100,纺织制造,350000,纺织服饰
350105,辅料,350100,纺织制造,350000,纺织服饰
350106,其他纺织,350100,纺织制造,350000,纺织服饰
350107,纺织鞋类制造,350100,纺织制造,350000,纺织服饰
350205,鞋帽及其他,350200,服装家纺,350000,纺织服饰
350206,家纺,350200,服装家纺,350000,纺织服饰
350208,运动服装,350200,服装家纺,350000,纺织服饰
350209,非运动服装,350200,服装家纺,350000,纺织服饰
350301,钟表珠宝,350300,饰品,350000,纺织服饰
350302,多品类奢侈品,350300,饰品,350000,纺织服饰
350303,其他饰品,350300,饰品,350000,纺织服饰
360102,大宗用纸,360100,造纸,360000,轻工制造
360103,特种纸,360100,造纸,360000,轻工制造
360202,印刷,360200,包装印刷,360000,轻工制造
360203,金属包装,360200,包装印刷,360000,轻工制造
360204,塑料包装,360200,包装印刷,360000,轻工制造
360205,纸包装,360200,包装印刷,360000,轻工制造
360206,综合包装,360200,包装印刷,360000,轻工制造
360306,瓷砖地板,360300,家居用品,360000,轻工制造
360307,成品家居,360300,家居用品,360000,轻工制造
360308,定制家居,360300,家居用品,360000,轻工制造
360309,卫浴制品,360300,家居用品,360000,轻工制造
360311,其他家居用品,360300,家居用品,360000,轻工制造
360501,文化用品,360500,文娱用品,360000,轻工制造
360502,娱乐用品,360500,文娱用品,360000,轻工制造
370101,原料药,370100,化学制药,370000,医药生物
370102,化学制剂,370100,化学制药,370000,医药生物
370201,中药Ⅲ,370200,中药Ⅱ,370000,医药生物
370302,血液制品,370300,生物制品,370000,医药生物
370303,疫苗,370300,生物制品,370000,医药生物
370304,其他生物制品,370300,生物制品,370000,医药生物
370402,医药流通,370400,医药商业,370000,医药生物
370403,线下药店,370400,医药商业,370000,医药生物
370404,互联网药店,370400,医药商业,370000,医药生物
370502,医疗设备,370500,医疗器械,370000,医药生物
370503,医疗耗材,370500,医疗器械,370000,医药生物
370504,体外诊断,370500,医疗器械,370000,医药生物
370602,诊断服务,370600,医疗服务,370000,医药生物
370603,医疗研发外包,370600,医疗服务,370000,医药生物
370604,医院,370600,医疗服务,370000,医药生物
370605,其他医疗服务,370600,医疗服务,370000,医药生物
410101,火力发电,410100,电力,410000,公用事业
410102,水力发电,410100,电力,410000,公用事业
410104,热力服务,410100,电力,410000,公用事业
410106,光伏发电,410100,电力,410000,公用事业
410107,风力发电,410100,电力,410000,公用事业
410108,核力发电,410100,电力,410000,公用事业
410109,其他能源发电,410100,电力,410000,公用事业
410110,电能综合服务,410100,电力,410000,公用事业
410301,燃气Ⅲ,410300,燃气Ⅱ,410000,公用事业
421101,航运,421100,航运港口,420000,交通运输
421102,港口,421100,航运港口,420000,交通运输
420802,原材料供应链服务,420800,物流,420000,交通运输
420803,中间产品及消费品供应链服务,420800,物流,420000,交通运输
420804,快递,420800,物流,420000,交通运输
420805,跨境物流,420800,物流,420000,交通运输
420806,仓储物流,420800,物流,420000,交通运输
420807,公路货运,420800,物流,420000,交通运输
420901,高速公路,420900,铁路公路,420000,交通运输
420902,公交,420900,铁路公路,420000,交通运输
420903,铁路运输,420900,铁路公路,420000,交通运输
421001,航空运输,421000,航空机场,420000,交通运输
421002,机场,421000,航空机场,420000,交通运输
430101,住宅开发,430100,房地产开发,430000,房地产
430102,商业地产,430100,房地产开发,430000,房地产
430103,产业地产,430100,房地产开发,430000,房地产
430301,物业管理,430300,房地产服务,430000,房地产
430302,房产租赁经纪,430300,房地产服务,430000,房地产
430303,房地产综合服务,430300,房地产服务,430000,房地产
450201,贸易Ⅲ,450200,贸易Ⅱ,450000,商贸零售
450301,百货,450300,一般零售,450000,商贸零售
450302,超市,450300,一般零售,450000,商贸零售
450303,多业态零售,450300,一般零售,450000,商贸零售
450304,商业物业经营,450300,一般零售,450000,商贸零售
450401,专业连锁Ⅲ,450400,专业连锁Ⅱ,450000,商贸零售
450601,综合电商,450600,互联网电商,450000,商贸零售
450602,跨境电商,450600,互联网电商,450000,商贸零售
450603,电商服务,450600,互联网电商,450000,商贸零售
450701,旅游零售Ⅲ,450700,旅游零售Ⅱ,450000,商贸零售
461001,博彩,461000,旅游及景区,460000,社会服务
461002,人工景区,461000,旅游及景区,460000,社会服务
461003,自然景区,461000,旅游及景区,460000,社会服务
461004,旅游综合,461000,旅游及景区,460000,社会服务
460601,体育Ⅲ,460600,体育Ⅱ,460000,社会服务
460701,本地生活服务Ⅲ,460700,本地生活服务Ⅱ,460000,社会服务
460801,人力资源服务,460800,专业服务,460000,社会服务
460802,检测服务,460800,专业服务,460000,社会服务
460803,会展服务,460800,专业服务,460000,社会服务
460804,其他专业服务,460800,专业服务,460000,社会服务
460901,酒店,460900,酒店餐饮,460000,社会服务
460902,餐饮,460900,酒店餐饮,460000,社会服务
461101,学历教育,461100,教育,460000,社会服务
461102,培训教育,461100,教育,460000,社会服务
461103,教育运营及其他,461100,教育,460000,社会服务
480201,国有大型银行Ⅲ,480200,国有大型银行Ⅱ,480000,银行
480301,股份制银行Ⅲ,480300,股份制银行Ⅱ,480000,银行
480401,城商行Ⅲ,480400,城商行Ⅱ,480000,银行
480501,农商行Ⅲ,480500,农商行Ⅱ,480000,银行
480601,其他银行Ⅲ,480600,其他银行Ⅱ,480000,银行
490101,证券Ⅲ,490100,证券Ⅱ,490000,非银金融
490201,保险Ⅲ,490200,保险Ⅱ,490000,非银金融
490302,金融控股,490300,多元金融,490000,非银金融
490303,期货,490300,多元金融,490000,非银金融
490304,信托,490300,多元金融,490000,非银金融
490305,租赁,490300,多元金融,490000,非银金融
490306,金融信息服务,490300,多元金融,490000,非银金融
490307,资产管理,490300,多元金融,490000,非银金融
490308,其他多元金融,490300,多元金融,490000,非银金融
510101,综合Ⅲ,510100,综合Ⅱ,510000,综合
610101,水泥制造,610100,水泥,610000,建筑材料
610102,水泥制品,610100,水泥,610000,建筑材料
610201,玻璃制造,610200,玻璃玻纤,610000,建筑材料
610202,玻纤制造,610200,玻璃玻纤,610000,建筑材料
610301,耐火材料,610300,装修建材,610000,建筑材料
610302,管材,610300,装修建材,610000,建筑材料
610303,其他建材,610300,装修建材,610000,建筑材料
610304,防水材料,610300,装修建材,610000,建筑材料
610305,涂料,610300,装修建材,610000,建筑材料
620101,房屋建设Ⅲ,620100,房屋建设Ⅱ,620000,建筑装饰
620201,装修装饰Ⅲ,620200,装修装饰Ⅱ,620000,建筑装饰
620306,基建市政工程,620300,基础建设,620000,建筑装饰
620307,园林工程,620300,基础建设,620000,建筑装饰
620401,钢结构,620400,专业工程,620000,建筑装饰
620402,化学工程,620400,专业工程,620000,建筑装饰
620403,国际工程,620400,专业工程,620000,建筑装饰
620404,其他专业工程,620400,专业工程,620000,建筑装饰
620601,工程咨询服务Ⅲ,620600,工程咨询服务Ⅱ,620000,建筑装饰
630101,电机Ⅲ,630100,电机Ⅱ,630000,电力设备
630301,综合电力设备商,630300,其他电源设备Ⅱ,630000,电力设备
630304,火电设备,630300,其他电源设备Ⅱ,630000,电力设备
630306,其他电源设备Ⅲ,630300,其他电源设备Ⅱ,630000,电力设备
630501,硅料硅片,630500,光伏设备,630000,电力设备
630502,光伏电池组件,630500,光伏设备,630000,电力设备
630503,逆变器,630500,光伏设备,630000,电力设备
630504,光伏辅材,630500,光伏设备,630000,电力设备
630505,光伏加工设备,630500,光伏设备,630000,电力设备
630601,风电整机,630600,风电设备,630000,电力设备
630602,风电零部件,630600,风电设备,630000,电力设备
630701,锂电池,630700,电池,630000,电力设备
630702,电池化学品,630700,电池,630000,电力设备
630703,锂电专用设备,630700,电池,630000,电力设备
630704,燃料电池,630700,电池,630000,电力设备
630705,蓄电池及其他电池,630700,电池,630000,电力设备
630801,输变电设备,630800,电网设备,630000,电力设备
630802,配电设备,630800,电网设备,630000,电力设备
630803,电网自动化设备,630800,电网设备,630000,电力设备
630804,电工仪器仪表,630800,电网设备,630000,电力设备
630805,线缆部件及其他,630800,电网设备,630000,电力设备
640101,机床工具,640100,通用设备,640000,机械设备
640103,磨具磨料,640100,通用设备,640000,机械设备
640105,制冷空调设备,640100,通用设备,640000,机械设备
640106,其他通用设备,640100,通用设备,640000,机械设备
640107,仪器仪表,640100,通用设备,640000,机械设备
640108,金属制品,640100,通用设备,640000,机械设备
640203,能源及重型设备,640200,专用设备,640000,机械设备
640204,楼宇设备,640200,专用设备,640000,机械设备
640206,纺织服装设备,640200,专用设备,640000,机械设备
640207,农用机械,640200,专用设备,640000,机械设备
640208,印刷包装机械,640200,专用设备,640000,机械设备
640209,其他专用设备,640200,专用设备,640000,机械设备
640501,轨交设备Ⅲ,640500,轨交设备Ⅱ,640000,机械设备
640601,工程机械整机,640600,工程机械,640000,机械设备
640602,工程机械器件,640600,工程机械,640000,机械设备
640701,机器人,640700,自动化设备,640000,机械设备
640702,工控设备,640700,自动化设备,640000,机械设备
640703,激光设备,640700,自动化设备,640000,机械设备
640704,其他自动化设备,640700,自动化设备,640000,机械设备
650101,航天装备Ⅲ,650100,航天装备Ⅱ,650000,国防军工
650201,航空装备Ⅲ,650200,航空装备Ⅱ,650000,国防军工
650301,地面兵装Ⅲ,650300,地面兵装Ⅱ,650000,国防军工
650401,航海装备Ⅲ,650400,航海装备Ⅱ,650000,国防军工
650501,军工电子Ⅲ,650500,军工电子Ⅱ,650000,国防军工
710102,安防设备,710100,计算机设备,710000,计算机
710103,其他计算机设备,710100,计算机设备,710000,计算机
710301,IT服务Ⅲ,710300,IT服务Ⅱ,710000,计算机
710401,垂直应用软件,710400,软件开发,710000,计算机
710402,横向通用软件,710400,软件开发,710000,计算机
721001,电视广播Ⅲ,721000,电视广播Ⅱ,720000,传媒
720401,游戏Ⅲ,720400,游戏Ⅱ,720000,传媒
720501,营销代理,720500,广告营销,720000,传媒
720502,广告媒体,720500,广告营销,720000,传媒
720601,影视动漫制作,720600,影视院线,720000,传媒
720602,院线,720600,影视院线,720000,传媒
720701,视频媒体,720700,数字媒体,720000,传媒
720702,音频媒体,720700,数字媒体,720000,传媒
720703,图片媒体,720700,数字媒体,720000,传媒
720704,门户网站,720700,数字媒体,720000,传媒
720705,文字媒体,720700,数字媒体,720000,传媒
720706,其他数字媒体,720700,数字媒体,720000,传媒
720801,社交Ⅲ,720800,社交Ⅱ,720000,传媒
720901,教育出版,720900,出版,720000,传媒
720902,大众出版,720900,出版,720000,传媒
720903,其他出版,720900,出版,720000,传媒
730102,电信运营商,730100,通信服务,730000,通信
730103,通信工程及服务,730100,通信服务,730000,通信
730104,通信应用增值服务,730100,通信服务,730000,通信
730204,通信网络设备及器件,730200,通信设备,730000,通信
730205,通信线缆及配套,730200,通信设备,730000,通信
730206,通信终端及配件,730200,通信设备,730000,通信
730207,其他通信设备,730200,通信设备,730000,通信
740101,动力煤,740100,煤炭开采,740000,煤炭
740102,焦煤,740100,煤炭开采,740000,煤炭
740201,焦炭Ⅲ,740200,焦炭Ⅱ,740000,煤炭
750101,油气开采Ⅲ,750100,油气开采Ⅱ,750000,石油石化
750201,油田服务,750200,油服工程,750000,石油石化
750202,油气及炼化工程,750200,油服工程,750000,石油石化
750301,炼油化工,750300,炼化及贸易,750000,石油石化
750302,油品石化贸易,750300,炼化及贸易,750000,石油石化
750303,其他石化,750300,炼化及贸易,750000,石油石化
760101,大气治理,760100,环境治理,760000,环保
760102,水务及水治理,760100,环境治理,760000,环保
760103,固废治理,760100,环境治理,760000,环保
760104,综合环境治理,760100,环境治理,760000,环保
760201,环保设备Ⅲ,760200,环保设备Ⅱ,760000,环保
770101,生活用纸,770100,个护用品,770000,美容护理
770102,洗护用品,770100,个护用品,770000,美容护理
770201,化妆品制造及其他,770200,化妆品,770000,美容护理
770202,品牌化妆品,770200,化妆品,770000,美容护理
770301,医美耗材,770300,医疗美容,770000,美容护理
770302,医美服务,770300,医疗美容,770000,美容护理
